	docid	citation
201	FENITES-ASSOCIATED-WITH-CARBONATITES.html	Michael J. Le Bas; FENITES ASSOCIATED WITH CARBONATITES. The Canadian Mineralogist 2008;; 46 (4): 915–932. doi: https://doi.org/10.3749/canmin.46.4.915
202	FERRIAN-WINCHITE-FROM-THE-ILMEN-MOUNTAINS-SOUTHERN.html	Elena V. Sokolova, Frank C. Hawthorne, Valeriya Gorbatova, Catherine McCammon, Julius Schneider; FERRIAN WINCHITE FROM THE ILMEN MOUNTAINS, SOUTHERN URALS, RUSSIA, AND SOME PROBLEMS WITH THE CURRENT SCHEME FOR AMPHIBOLE NOMENCLATURE. The Canadian Mineralogist 2001;; 39 (1): 171–177. doi: https://doi.org/10.2113/gscanmin.39.1.171
203	FERRO-OBERTIITE-Na-Na2-Fe2-3-Fe3-Ti-Si8-O22O2-A.html	Frank C. Hawthorne, Neil A. Ball, Gerald K. Czamanske; FERRO-OBERTIITE, Na Na2 (Fe2+3 Fe3+Ti) Si8 O22O2, A NEW MINERAL SPECIES OF THE AMPHIBOLE GROUP FROM COYOTE PEAK, HUMBOLDT COUNTY, CALIFORNIA. The Canadian Mineralogist 2010;; 48 (2): 301–306. doi: https://doi.org/10.3749/canmin.48.2.301
204	FERROERICSSONITE-THE-Fe2-ANALOGUE-OF-ERICSSONITE.html	Anthony R. Kampf, Andrew C. Roberts, Katherine E. Venance, Gail E. Dunning, Robert E. Walstrom; FERROERICSSONITE, THE Fe2+ ANALOGUE OF ERICSSONITE, FROM EASTERN FRESNO COUNTY, CALIFORNIA, U.S.A.. The Canadian Mineralogist 2011;; 49 (2): 587–594. doi: https://doi.org/10.3749/canmin.49.2.587
205	FERROTAPIOLITE-AS-A-PSEUDOMORPH-OF-STIBIOTANTALITE.html	Milan Novák, Petr Černý, Jan Cempírek, Vladimír Šrein, Jan Filip; FERROTAPIOLITE AS A PSEUDOMORPH OF STIBIOTANTALITE FROM THE LAŠTOVIČKY LEPIDOLITE PEGMATITE, CZECH REPUBLIC; AN EXAMPLE OF HYDROTHERMAL ALTERATION AT CONSTANT Ta/(Ta + Nb). The Canadian Mineralogist 2004;; 42 (4): 1117–1128. doi: https://doi.org/10.2113/gscanmin.42.4.1117
206	FIRST-ROW-TRANSITION-ELEMENTS-Y-AND-Ga-IN.html	Tyson C. Birkett; FIRST-ROW TRANSITION ELEMENTS, Y AND Ga IN KIMBERLITE AND LAMPROITE: APPLICATIONS TO DIAMOND PROSPECTIVITY AND PETROGENESIS. The Canadian Mineralogist 2008;; 46 (5): 1269–1282. doi: https://doi.org/10.3749/canmin.46.5.1269
207	FLUID-EVOLUTION-IN-THE-ZONED-RARE-ELEMENT.html	Pura Alfonso, Joan Carles Melgarejo; FLUID EVOLUTION IN THE ZONED RARE-ELEMENT PEGMATITE FIELD AT CAP DE CREUS, CATALONIA, SPAIN. The Canadian Mineralogist 2008;; 46 (3): 597–617. doi: https://doi.org/10.3749/canmin.46.3.597
208	FLUID-MINERAL-REACTION-IN-THE-LAKE-GEORGE.html	Xue-Ming Yang, David R. Lentz, Guoxiang Chi, T. Kurtis Kyser; FLUID–MINERAL REACTION IN THE LAKE GEORGE GRANODIORITE, NEW BRUNSWICK, CANADA: IMPLICATIONS FOR Au–W–Mo–Sb MINERALIZATION. The Canadian Mineralogist 2004;; 42 (5): 1443–1464. doi: https://doi.org/10.2113/gscanmin.42.5.1443
209	FLUORCAPHITE-A-SECOND-OCCURRENCE-AND-DETAILED.html	Anton R. Chakhmouradian, John M. Hughes, John Rakovan; FLUORCAPHITE, A SECOND OCCURRENCE AND DETAILED STRUCTURAL ANALYSIS: SIMULTANEOUS ACCOMMODATION OF Ca, Sr, Na, AND LREE IN THE APATITE ATOMIC ARRANGEMENT. The Canadian Mineralogist 2005;; 43 (2): 735–746. doi: https://doi.org/10.2113/gscanmin.43.2.735
210	FLUORINE-RICH-HIBSCHITE-FROM-SILICOCARBONATITE.html	Anton R. Chakhmouradian, Mark A. Cooper, Luca Medici, Frank C. Hawthorne, Fran Adar; FLUORINE-RICH HIBSCHITE FROM SILICOCARBONATITE, AFRIKANDA COMPLEX, RUSSIA: CRYSTAL CHEMISTRY AND CONDITIONS OF CRYSTALLIZATION. The Canadian Mineralogist 2008;; 46 (4): 1033–1042. doi: https://doi.org/10.3749/canmin.46.4.1033
211	FLUORO-POTASSICHASTINGSITE-FROM-THE-GREENWOOD-MINE.html	Marian V. Lupulescu, John Rakovan, M. Darby Dyar, George W. Robinson, John M. Hughes; FLUORO-POTASSICHASTINGSITE FROM THE GREENWOOD MINE, ORANGE COUNTY, NEW YORK: A NEW END-MEMBER CALCIC AMPHIBOLE. The Canadian Mineralogist 2009;; 47 (4): 909–916. doi: https://doi.org/10.3749/canmin.47.3.909
212	FLUOROPARGASITE-A-NEW-MEMBER-OF-THE-CALCIC.html	Marian V. Lupulescu, John Rakovan, George W. Robinson, John M. Hughes; FLUOROPARGASITE, A NEW MEMBER OF THE CALCIC AMPHIBOLES FROM EDENVILLE, ORANGE COUNTY, NEW YORK. The Canadian Mineralogist 2005;; 43 (4): 1423–1428. doi: https://doi.org/10.2113/gscanmin.43.4.1423
213	FOITITE-FORMATION-DURING-LATE-STAGES-OF-EVOLUTION.html	Milan Novák, Matthew C. Taylor; FOITITE: FORMATION DURING LATE STAGES OF EVOLUTION OF COMPLEX GRANITIC PEGMATITES AT DOBRÁ VODA, CZECH REPUBLIC, AND PALA, CALIFORNIA, U.S.A.. The Canadian Mineralogist 2000;; 38 (6): 1399–1408. doi: https://doi.org/10.2113/gscanmin.38.6.1399
214	FOLIATION-DEVELOPMENT-AND-REACTION-SOFTENING-BY.html	Robert P. Wintsch, John N. Aleinikoff, Keewook Yi; FOLIATION DEVELOPMENT AND REACTION SOFTENING BY DISSOLUTION AND PRECIPITATION IN THE TRANSFORMATION OF GRANODIORITE TO ORTHOGNEISS, GLASTONBURY COMPLEX, CONNECTICUT, U.S.A.. The Canadian Mineralogist 2005;; 43 (1): 327–347. doi: https://doi.org/10.2113/gscanmin.43.1.327
215	FORMATION-AND-FRACTIONATION-OF-HIGH-Al-THOLEIITIC.html	Aku P. Heinonen, O. Tapani Rämö, Irmeli Mänttäri, Bo Johanson, Reijo Alviola; FORMATION AND FRACTIONATION OF HIGH-Al THOLEIITIC MAGMAS IN THE AHVENISTO RAPAKIVI GRANITE – MASSIF-TYPE ANORTHOSITE COMPLEX, SOUTHEASTERN FINLAND. The Canadian Mineralogist 2010;; 48 (4): 969–990. doi: https://doi.org/10.3749/canmin.48.4.969
216	FORMATION-AND-STABILITY-OF-Na-K-2Zn3-Fe-CN-6-2.html	Nikolay V. Sidenko, Mark A. Cooper, Barbara L. Sherriff, Heather E. Jamieson; FORMATION AND STABILITY OF (Na,K)2Zn3[Fe(CN)6]2·nH2O IN GOLD HEAP-LEACH MINE-WASTE. The Canadian Mineralogist 2009;; 47 (3): 525–531. doi: https://doi.org/10.3749/canmin.47.3.525
217	FROM-CONTINENTS-TO-ISLAND-ARCS-A-GEOCHEMICAL-INDEX.html	Michael P. Gorton, Eva S. Schandl; FROM CONTINENTS TO ISLAND ARCS: A GEOCHEMICAL INDEX OF TECTONIC SETTING FOR ARC-RELATED AND WITHIN-PLATE FELSIC TO INTERMEDIATE VOLCANIC ROCKS. The Canadian Mineralogist 2000;; 38 (5): 1065–1073. doi: https://doi.org/10.2113/gscanmin.38.5.1065
218	FROM-STRUCTURE-TOPOLOGY-TO-CHEMICAL-COMPOSITION-I.html	Elena Sokolova; FROM STRUCTURE TOPOLOGY TO CHEMICAL COMPOSITION. I. STRUCTURAL HIERARCHY AND STEREOCHEMISTRY IN TITANIUM DISILICATE MINERALS. The Canadian Mineralogist 2006;; 44 (6): 1273–1330. doi: https://doi.org/10.2113/gscanmin.44.6.1273
219	FROM-STRUCTURE-TOPOLOGY-TO-CHEMICAL-COMPOSITION-IV.html	Elena Sokolova, Frank C. Hawthorne; FROM STRUCTURE TOPOLOGY TO CHEMICAL COMPOSITION. IV. TITANIUM SILICATES: THE ORTHORHOMBIC POLYTYPE OF NABALAMPROPHYLLITE FROM THE LOVOZERO MASSIF, KOLA PENINSULA, RUSSIA. The Canadian Mineralogist 2008;; 46 (5): 1323–1331. doi: https://doi.org/10.3749/canmin.46.5.1323
220	FROM-STRUCTURE-TOPOLOGY-TO-CHEMICAL-COMPOSITION-V.html	Elena Sokolova, Frank C. Hawthorne; FROM STRUCTURE TOPOLOGY TO CHEMICAL COMPOSITION. V. TITANIUM SILICATES: THE CRYSTAL CHEMISTRY OF NACARENIOBSITE-(Ce). The Canadian Mineralogist 2008;; 46 (5): 1333–1342. doi: https://doi.org/10.3749/canmin.46.5.1333
221	FROM-STRUCTURE-TOPOLOGY-TO-CHEMICAL-COMPOSITION.html	Elena Sokolova, Fernando Cámara; FROM STRUCTURE TOPOLOGY TO CHEMICAL COMPOSITION. III. TITANIUM SILICATES: THE CRYSTAL CHEMISTRY OF BARYTOLAMPROPHYLLITE. The Canadian Mineralogist 2008;; 46 (2): 403–412. doi: https://doi.org/10.3749/canmin.46.2.403
222	Fe-BEARING-OLENITE-WITH-TETRAHEDRALLY-COORDINATED.html	Jan Cempírek, Milan Novák, Andreas Ertl, John M. Hughes, George R. Rossman, M. Darby Dyar; Fe-BEARING OLENITE WITH TETRAHEDRALLY COORDINATED Al FROM AN ABYSSAL PEGMATITE AT KUTNÁ HORA, CZECH REPUBLIC: STRUCTURE, CRYSTAL CHEMISTRY, OPTICAL AND XANES SPECTRA. The Canadian Mineralogist 2006;; 44 (1): 23–30. doi: https://doi.org/10.2113/gscanmin.44.1.23
223	Fe-RICH-OLENITE-WITH-TETRAHEDRALLY-COORDINATED-Fe3.html	Andreas Ertl, Franz Pertlik, M. Darby Dyar, Stefan Prowatke, John M. Hughes, Thomas Ludwig, Heinz-Jürgen Bernhardt; Fe-RICH OLENITE WITH TETRAHEDRALLY COORDINATED Fe3+ FROM EIBENSTEIN, AUSTRIA: STRUCTURAL, CHEMICAL, AND MÖSSBAUER DATA. The Canadian Mineralogist 2004;; 42 (4): 1057–1063. doi: https://doi.org/10.2113/gscanmin.42.4.1057
224	GABRIELITE-Tl2AgCu2As3S7-A-NEW-SPECIES-OF-THALLIUM.html	Stefan Graeser, Dan Topa, Tonči Balić-Žunić, Emil Makovicky; GABRIELITE, Tl2AgCu2As3S7, A NEW SPECIES OF THALLIUM SULFOSALT FROM LENGENBACH, BINNTAL, SWITZERLAND. The Canadian Mineralogist 2006;; 44 (1): 135–140. doi: https://doi.org/10.2113/gscanmin.44.1.135
225	GASPE-ITE-AND-ASSOCIATED-Ni-RICH-MINERALS-FROM.html	Vladimir Bermanec, Galiba Sijaric, Goran Kniewald, Joseph A. Mandarino; GASPÉITE AND ASSOCIATED Ni-RICH MINERALS FROM VEINS IN ALTERED ULTRABASIC ROCKS FROM DUBOŠTICA, BOSNIA AND HERZEGOVINA. The Canadian Mineralogist 2000;; 38 (6): 1371–1376. doi: https://doi.org/10.2113/gscanmin.38.6.1371
226	GENESIS-OF-CORDIERITE-GEDRITE-GNEISSES-CENTRAL.html	William H. Peck, John W. Valley; GENESIS OF CORDIERITE – GEDRITE GNEISSES, CENTRAL METASEDIMENTARY BELT BOUNDARY THRUST ZONE, GRENVILLE PROVINCE, ONTARIO, CANADA. The Canadian Mineralogist 2000;; 38 (2): 511–524. doi: https://doi.org/10.2113/gscanmin.38.2.511
227	GENESIS-OF-HIGH-SULFIDATION-VINCIENNITE-BEARING-Cu.html	Kalin Kouzmanov, Claire Ramboz, Laurent Bailly, Kamen Bogdanov; GENESIS OF HIGH-SULFIDATION VINCIENNITE-BEARING Cu–As–Sn (&lt;Au) ASSEMBLAGE FROM THE RADKA EPITHERMAL COPPER DEPOSIT, BULGARIA: EVIDENCE FROM MINERALOGY AND INFRARED MICROTHERMOMETRY OF ENARGITE. The Canadian Mineralogist 2004;; 42 (5): 1501–1521. doi: https://doi.org/10.2113/gscanmin.42.5.1501
228	GENETIC-RELATIONSHIPS-BETWEEN-BASE-METAL-SULFIDES.html	Xie-Yan Song, Mei-Fu Zhou, Zhi-Min Cao; GENETIC RELATIONSHIPS BETWEEN BASE-METAL SULFIDES AND PLATINUM-GROUP MINERALS IN THE YANGLIUPING Ni–Cu–(PGE) SULFIDE DEPOSIT, SOUTHWESTERN CHINA. The Canadian Mineralogist 2004;; 42 (2): 469–483. doi: https://doi.org/10.2113/gscanmin.42.2.469
229	GEOCHEMICAL-AND-MINERALOGICAL-ZONING-OF-HIGH.html	Nikolay V. Sidenko, Elena V. Lazareva, Svetlana B. Bortnikova, Albert D. Kireev, Barbara L. Sherriff; GEOCHEMICAL AND MINERALOGICAL ZONING OF HIGH-SULFIDE MINE-WASTE AT THE BERIKUL MINE-SITE, KEMEROVO REGION, RUSSIA. The Canadian Mineralogist 2005;; 43 (4): 1141–1156. doi: https://doi.org/10.2113/gscanmin.43.4.1141
230	GEOCHEMICAL-CHARACTERIZATION-OF-SERPENTINITES-AT.html	M. Dolores Pereira, Mercedes Peinado, Jose Antonio Blanco, Mariano Yenes; GEOCHEMICAL CHARACTERIZATION OF SERPENTINITES AT CABO ORTEGAL, NORTHWESTERN SPAIN. The Canadian Mineralogist 2008;; 46 (2): 317–327. doi: https://doi.org/10.3749/canmin.46.2.317
231	GEOCHEMICAL-FRACTIONATION-OF-Nb-Ta-OXIDES-IN-Li.html	Tânia Martins, Alexandre Lima, William B. Simmons, Alexander U. Falster, Fernando Noronha; GEOCHEMICAL FRACTIONATION OF Nb–Ta OXIDES IN Li-BEARING PEGMATITES FROM THE BARROSO–ALVÃO PEGMATITE FIELD, NORTHERN PORTUGAL. The Canadian Mineralogist 2011;; 49 (3): 777–791. doi: https://doi.org/10.3749/canmin.49.3.777
232	GEOCHEMISTRY-AND-STRUCTURAL-STATE-OF-COLUMBITE.html	Miguel Angel Galliski, Petr Černý; GEOCHEMISTRY AND STRUCTURAL STATE OF COLUMBITE-GROUP MINERALS IN GRANITIC PEGMATITES OF THE PAMPEAN RANGES, ARGENTINA. The Canadian Mineralogist 2006;; 44 (3): 645–666. doi: https://doi.org/10.2113/gscanmin.44.3.645
233	GEOCHEMISTRY-OF-CRUSTAL-XENOLITHS-FROM-THE-HATCHER.html	Hassan Mirnejad, Keith Bell; GEOCHEMISTRY OF CRUSTAL XENOLITHS FROM THE HATCHER MESA LAMPROITE, WYOMING, USA: INSIGHTS INTO THE COMPOSITION OF THE DEEP CRUST AND UPPER MANTLE BENEATH THE WYOMING CRATON. The Canadian Mineralogist 2008;; 46 (3): 583–596. doi: https://doi.org/10.3749/canmin.46.3.583
234	GEOLOGY-AND-CHEMICAL-VARIATIONS-IN-TOURMALINE-FROM.html	Serhat Demi̇rel, M. Cemal Göncüoğlu, Gültekin Topuz, Veysel Isik; GEOLOGY AND CHEMICAL VARIATIONS IN TOURMALINE FROM THE QUARTZ–TOURMALINE BRECCIAS WITHIN THE KERKENEZ GRANITE–MONZONITE MASSIF, CENTRAL ANATOLIAN CRYSTALLINE COMPLEX, TURKEY. The Canadian Mineralogist 2009;; 47 (4): 787–799. doi: https://doi.org/10.3749/canmin.47.4.787
235	GEOLOGY-GEOCHEMISTRY-AND-MAGMATIC-EVOLUTION-OF-THE.html	Davis Carvalho de Oliveira, Roberto Dall’Agnol, Carlos Eduardo de Mesquita Barros, Marcelo Augusto de Oliveira; GEOLOGY, GEOCHEMISTRY AND MAGMATIC EVOLUTION OF THE PALEOPROTEROZOIC, ANOROGENIC OXIDIZED A-TYPE REDENÇÃO GRANITE OF THE JAMON SUITE, EASTERN AMAZONIAN CRATON, BRAZIL. The Canadian Mineralogist 2009;; 47 (6): 1441–1468. doi: https://doi.org/10.3749/canmin.47.6.1441
236	GEOMETRY-OF-ISOGRADIC-ISOTHERMAL-AND-ISOBARIC.html	Edward D. Ghent, Philip S. Simony; GEOMETRY OF ISOGRADIC, ISOTHERMAL, AND ISOBARIC SURFACES: INTERPRETATION AND APPLICATION. The Canadian Mineralogist 2005;; 43 (1): 295–310. doi: https://doi.org/10.2113/gscanmin.43.1.295
237	GEORGEROBINSONITE-Pb4-CrO4-2-OH-2FCl-A-NEW.html	Mark A. Cooper, Neil A. Ball, Frank C. Hawthorne, Werner H. Paar, Andrew C. Roberts, Elizabeth Moffatt; GEORGEROBINSONITE, Pb4(CrO4)2(OH)2FCl, A NEW CHROMATE MINERAL FROM THE MAMMOTH – ST. ANTHONY MINE, TIGER, PINAL COUNTY, ARIZONA: DESCRIPTION AND CRYSTAL STRUCTURE. The Canadian Mineralogist 2011;; 49 (3): 865–876. doi: https://doi.org/10.3749/canmin.49.3.865
238	GERMANIUM-BEARING-COLUSITE-FROM-THE-WATERLOO.html	Thomas Wagner, Thomas Monecke; GERMANIUM-BEARING COLUSITE FROM THE WATERLOO VOLCANIC-ROCK-HOSTED MASSIVE SULFIDE DEPOSIT, AUSTRALIA: CRYSTAL CHEMISTRY AND FORMATION OF COLUSITE-GROUP MINERALS. The Canadian Mineralogist 2005;; 43 (2): 655–669. doi: https://doi.org/10.2113/gscanmin.43.2.655
239	GJERDINGENITE-Na-AND-GJERDINGENITE-Ca-TWO-NEW.html	Igor V. Pekov, Nikita V. Chukanov, Natalia A. Yamnova, Aleksandr E. Zadov, Peter Tarassoff; GJERDINGENITE-Na AND GJERDINGENITE-Ca, TWO NEW MINERAL SPECIES OF THE LABUNTSOVITE GROUP. The Canadian Mineralogist 2007;; 45 (3): 529–539. doi: https://doi.org/10.2113/gscanmin.45.3.529
240	GLADIUSITE-Fe3-2-Fe2-Mg-4-PO4-OH-11-H2O-A-NEW.html	Ruslan P. Liferovich, Elena V. Sokolova, Frank C. Hawthorne, Kauko V.O. Laajoki, Seppo Gehör, Yakov A. Pakhomovsky, Nataly V. Sorokhtina; GLADIUSITE, Fe3+2(Fe2+,Mg)4(PO4)(OH)11(H2O), A NEW HYDROTHERMAL MINERAL SPECIES FROM THE PHOSCORITE–CARBONATITE UNIT, KOVDOR COMPLEX, KOLA PENINSULA, RUSSIA. The Canadian Mineralogist 2000;; 38 (6): 1477–1485. doi: https://doi.org/10.2113/gscanmin.38.6.1477
241	GNEISSES-FROM-THE-GRANULITE-TERRANE-OF-THE-CENTRAL.html	Vassily I. Kitsul, Victor A. Glebovitsky, Yevgeny A. Vapnik, Thomas Frisch; GNEISSES FROM THE GRANULITE TERRANE OF THE CENTRAL BOOTHIA UPLIFT, ARCTIC CANADA. The Canadian Mineralogist 2000;; 38 (2): 443–454. doi: https://doi.org/10.2113/gscanmin.38.2.443
242	GOLD-AND-PGE-IN-MASSIVE-SULFIDE-ORE-OF-THE.html	Ilya V. Vikentyev, Marina A. Yudovskaya, Andrey V. Mokhov, Alexey L. Kerzin, Anatoliy I. Tsepin; GOLD AND PGE IN MASSIVE SULFIDE ORE OF THE UZELGINSK DEPOSIT, SOUTHERN URALS, RUSSIA. The Canadian Mineralogist 2004;; 42 (2): 651–665. doi: https://doi.org/10.2113/gscanmin.42.2.651
243	GOLD-EMPLACEMENT-AND-HYDROTHERMAL-ALTERATION-IN.html	Abdelhay Belkabir, Claude Hubert, Larry D. Hoy; GOLD EMPLACEMENT AND HYDROTHERMAL ALTERATION IN METABASIC ROCKS AT THE MOUSKA MINE, BOUSQUET DISTRICT, ABITIBI, QUEBEC, CANADA. The Canadian Mineralogist 2004;; 42 (4): 1079–1096. doi: https://doi.org/10.2113/gscanmin.42.4.1079
244	GRAINS-OF-Pt-Fe-ALLOY-AND-INCLUSIONS-IN-A-Pt-Fe.html	Andrei Y. Barkov, Robert F. Martin, William LeBarge, Yana Fedortchouk; GRAINS OF Pt–Fe ALLOY AND INCLUSIONS IN A Pt–Fe ALLOY FROM FLORENCE CREEK, YUKON, CANADA: EVIDENCE FOR MOBILITY OF Os IN A Na–H2O–Cl-RICH FLUID. The Canadian Mineralogist 2008;; 46 (2): 343–360. doi: https://doi.org/10.3749/canmin.46.2.343
245	GRANULITE-AND-AMPHIBOLITE-FACIES-METAMORPHISM-IN-A.html	Marc R. St-Onge, Natasha Wodicka, Steve B. Lucas; GRANULITE- AND AMPHIBOLITE-FACIES METAMORPHISM IN A CONVERGENT-PLATE-MARGIN SETTING: SYNTHESIS OF THE QUEBEC–BAFFIN SEGMENT OF THE TRANS-HUDSON OROGEN. The Canadian Mineralogist 2000;; 38 (2): 379–398. doi: https://doi.org/10.2113/gscanmin.38.2.379
246	GRANULITE-FACIES-CONDITIONS-PRESERVED-IN-VANADIUM.html	Casey L. Donohue, Eric J. Essene; GRANULITE-FACIES CONDITIONS PRESERVED IN VANADIUM-AND CHROMIUM-RICH METAPELITES FROM THE PARADISE BASIN, WIND RIVER RANGE, WYOMING, U.S.A.. The Canadian Mineralogist 2005;; 43 (1): 495–511. doi: https://doi.org/10.2113/gscanmin.43.1.495
247	GREENOCKITE-AND-ASSOCIATED-SULFIDE-MINERALIZATION.html	Aberra Mogessie, Florian Gallien, Franz Bernhard, Christoph Bauer, Brigida Castro de Machuca, Estela Meissl, Ernesto Bjerg, Sergio Delpino; GREENOCKITE AND ASSOCIATED SULFIDE MINERALIZATION FROM THE CALEDONIA GROUP MINES, BLANCA CREEK, LA HUERTA RANGE, SAN JUAN PROVINCE, ARGENTINA. The Canadian Mineralogist 2009;; 47 (1): 129–141. doi: https://doi.org/10.3749/canmin.47.1.129
248	GRENVILLE-SKARN-TITANITE-POTENTIAL-REFERENCE.html	Allen K. Kennedy, Sandra L. Kamo, Lutz Nasdala, Nicolas E. Timms; GRENVILLE SKARN TITANITE: POTENTIAL REFERENCE MATERIAL FOR SIMS U–Th–Pb ANALYSIS. The Canadian Mineralogist 2010;; 48 (6): 1423–1443. doi: https://doi.org/10.3749/canmin.48.5.1423
249	GRENVILLIAN-METAMORPHISM-OF-MONOCYCLIC-ROCKS.html	Natasha Wodicka, John W.F. Ketchum, Rebecca A. Jamieson; GRENVILLIAN METAMORPHISM OF MONOCYCLIC ROCKS, GEORGIAN BAY, ONTARIO, CANADA: IMPLICATIONS FOR CONVERGENCE HISTORY. The Canadian Mineralogist 2000;; 38 (2): 471–510. doi: https://doi.org/10.2113/gscanmin.38.2.471
250	GROATITE-Na-Ca-Mn2-2-PO4-PO3-OH-2-A-NEW-MINERAL.html	Mark A. Cooper, Frank C. Hawthorne, Neil A. Ball, Robert A. Ramik, Andrew C. Roberts; GROATITE, Na Ca Mn2+2 (PO4) [PO3(OH)]2, A NEW MINERAL SPECIES OF THE ALLUAUDITE GROUP FROM THE TANCO PEGMATITE, BERNIC LAKE, MANITOBA, CANADA: DESCRIPTION AND CRYSTAL STRUCTURE. The Canadian Mineralogist 2009;; 47 (5): 1225–1235. doi: https://doi.org/10.3749/canmin.47.5.1225
251	GROWTH-OF-URANYL-HYDROXY-HYDRATE-AND-URANYL.html	Michael Schindler, Frank C. Hawthorne, Christine Putnis, Andrew Putnis; GROWTH OF URANYL-HYDROXY-HYDRATE AND URANYL-CARBONATE MINERALS ON THE (104) SURFACE OF CALCITE. The Canadian Mineralogist 2004;; 42 (6): 1683–1697. doi: https://doi.org/10.2113/gscanmin.42.6.1683
252	HAFNIUM-ISOTOPIC-COMPOSITIONS-OF-ZIRCON-FROM.html	Marion E. Bickford, James M. McLelland, Paul A. Mueller, George D. Kamenov, Melissa Neadle; HAFNIUM ISOTOPIC COMPOSITIONS OF ZIRCON FROM ADIRONDACK AMCG SUITES: IMPLICATIONS FOR THE PETROGENESIS OF ANORTHOSITES, GABBROS, AND GRANITIC MEMBERS OF THE SUITES. The Canadian Mineralogist 2010;; 48 (4): 751–761. doi: https://doi.org/10.3749/canmin.48.2.751
253	HAINEAULTITE-A-NEW-HYDRATED-SODIUM-CALCIUM.html	Andrew M. McDonald, George Y. Chao; HAINEAULTITE, A NEW HYDRATED SODIUM CALCIUM TITANOSILICATE FROM MONT SAINT-HILAIRE, QUEBEC: DESCRIPTION, STRUCTURE DETERMINATION AND GENETIC IMPLICATIONS. The Canadian Mineralogist 2004;; 42 (3): 769–780. doi: https://doi.org/10.2113/gscanmin.42.3.769
254	HALENIUSITE-La-FROM-THE-BASTNA-S-DEPOSIT-VA.html	Dan Holtstam, Jekabs Grins, Per Nysten; HALENIUSITE-(La) FROM THE BASTNÄS DEPOSIT, VÄSTMANLAND, SWEDEN: A NEW REE OXYFLUORIDE MINERAL SPECIES. The Canadian Mineralogist 2004;; 42 (4): 1097–1103. doi: https://doi.org/10.2113/gscanmin.42.4.1097
255	HENRYMEYERITE-A-NEW-HOLLANDITE-TYPE-Ba-Fe-TITANATE.html	Roger H. Mitchell, Viktor N. Yakovenchuk, Anton R. Chakhmouradian, Peter C. Burns, Yakov A. Pakhomovsky; HENRYMEYERITE, A NEW HOLLANDITE-TYPE Ba–Fe TITANATE FROM THE KOVDOR COMPLEX, RUSSIA. The Canadian Mineralogist 2000;; 38 (3): 617–626. doi: https://doi.org/10.2113/gscanmin.38.3.617
256	HENRYMEYERITE-IN-THE-METASOMATIZED-UPPER-MANTLE-OF.html	Lia N. Kogarko, Gero Kurat, Theodoros Ntaflos; HENRYMEYERITE IN THE METASOMATIZED UPPER MANTLE OF EASTERN ANTARCTICA. The Canadian Mineralogist 2007;; 45 (3): 497–501. doi: https://doi.org/10.2113/gscanmin.45.3.497
257	HEPHAISTOSITE-TlPb2Cl5-A-NEW-THALLIUM-MINERAL.html	Italo Campostrini, Francesco Demartin, Carlo Maria Gramaccioli, Paolo Orlandi; HEPHAISTOSITE, TlPb2Cl5, A NEW THALLIUM MINERAL SPECIES FROM LA FOSSA CRATER, VULCANO, AEOLIAN ISLANDS, ITALY. The Canadian Mineralogist 2008;; 46 (3): 701–708. doi: https://doi.org/10.3749/canmin.46.3.701
258	HIGH-Mg-ARC-ANKARAMITIC-DIKES-GREENHILLS-COMPLEX.html	David J. Mossman, Douglas S. Coombs, Yosuke Kawachi, Anthony Reay; HIGH-Mg ARC-ANKARAMITIC DIKES, GREENHILLS COMPLEX, SOUTHLAND, NEW ZEALAND. The Canadian Mineralogist 2000;; 38 (1): 191–216. doi: https://doi.org/10.2113/gscanmin.38.1.191
259	HIGHLY-METAMORPHOSED-IRON-FORMATION-ON-ARCEDECKNE.html	Thomas Frisch, Richard K. Herd; HIGHLY METAMORPHOSED IRON-FORMATION ON ARCEDECKNE ISLAND, BOOTHIA PENINSULA, ARCTIC CANADA, AND THE PARAGENESIS OF HARRISONITE, Ca(Fe,Mg)6(SiO4)2(PO4)2. The Canadian Mineralogist 2010;; 48 (4): 1005–1024. doi: https://doi.org/10.3749/canmin.48.4.1005
260	HIGHLY-UNDERSATURATED-ANIONS-IN-THE-CRYSTAL.html	Mark A. Cooper, Frank C. Hawthorne; HIGHLY UNDERSATURATED ANIONS IN THE CRYSTAL STRUCTURE OF ANDYROBERTSITE – CALCIO-ANDYROBERTSITE, A DOUBLY ACID ARSENATE OF THE FORM K (Cd,Ca) [Cu2+5 (AsO4)4 {As(OH)2O2}] (H2O)2. The Canadian Mineralogist 2000;; 38 (4): 817–830. doi: https://doi.org/10.2113/gscanmin.38.4.817
261	HUANZALAITE-MgWO4-A-NEW-MINERAL-SPECIES-FROM-THE.html	Ritsuro Miyawaki, Kazumi Yokoyama, Satoshi Matsubara, Hirofumi Furuta, Atsushi Gomi, Ryosuke Murakami; HUANZALAITE, MgWO4, A NEW MINERAL SPECIES FROM THE HUANZALA MINE, PERU. The Canadian Mineralogist 2010;; 48 (1): 105–112. doi: https://doi.org/10.3749/canmin.48.1.105
